Check,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,FTRH,FTRA,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTLP,ATLP,MW,HTFPS,ATFPS,HTFP,ATFP,HTWS3,HTWS5,HTLS3,HTLS5,ATWS3,ATWS5,ATLS3,ATLS5,HTGD,ATGD,DP,DFP,DLP
False,2022-02-09,Man City,Brentford,0,0,1,0,0,5,2,1,0,24,25,1,1,1,1,1,1,1,1,1,1,3,20,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,2,-1,0,-17
False,2022-02-12,Brentford,Crystal Palace,0,0,1,0,0,2,0,0,3,26,23,1,1,1,1,1,1,1,1,1,1,20,14,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-3,3,0,6
False,2022-02-12,Burnley,Liverpool,0,0,1,0,0,1,5,4,0,22,28,1,1,1,1,1,1,1,1,1,1,16,4,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,5,-6,0,12
False,2022-02-12,Chelsea,Arsenal,0,0,1,0,0,5,0,0,4,28,22,1,1,1,1,1,1,1,1,1,1,1,5,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-4,6,0,-4
False,2022-02-12,Everton,Leeds,0,0,1,0,0,5,3,3,7,26,23,1,1,1,1,1,1,1,1,1,1,7,20,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,3,0,-13
False,2022-02-12,Leicester,West Ham,0,0,1,0,0,1,4,0,2,26,26,1,1,1,1,1,1,1,1,1,1,12,11,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,2,0,0,1
False,2022-02-12,Man United,Southampton,0,0,1,0,0,6,2,2,4,26,23,1,1,1,1,1,1,1,1,1,1,6,8,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-2,3,0,-2
False,2022-02-12,Newcastle,Aston Villa,0,0,1,0,0,2,4,6,3,22,25,1,1,1,1,1,1,1,1,1,1,20,20,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,1,-3,0,0
False,2022-02-12,Norwich,Man City,0,0,1,0,0,0,5,8,1,22,25,1,1,1,1,1,1,1,1,1,1,20,3,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,4,-3,0,17
False,2022-02-12,Tottenham,Wolves,0,0,1,0,0,2,0,0,2,28,22,1,1,1,1,1,1,1,1,1,1,2,20,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,6,0,-18
False,2022-02-12,Watford,Brighton,0,0,1,0,0,3,4,4,1,25,28,1,1,1,1,1,1,1,1,1,1,17,20,25,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,3,-3,0,-3
False,2022-02-19,Arsenal,Brentford,0,0,1,0,0,0,2,4,0,23,27,1,1,1,1,1,1,1,1,1,1,5,20,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,2,-4,0,-15
False,2022-02-19,Aston Villa,Watford,0,0,1,0,0,4,3,3,4,26,26,1,1,1,1,1,1,1,1,1,1,20,17,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-1,0,0,3
False,2022-02-19,Brighton,Burnley,0,0,1,0,0,4,1,1,4,29,23,1,1,1,1,1,1,1,1,1,1,20,16,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,-3,6,0,4
False,2022-02-19,Crystal Palace,Chelsea,0,0,1,0,0,0,5,3,0,24,29,1,1,1,1,1,1,1,1,1,1,14,1,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,5,-5,0,13
False,2022-02-19,Leeds,Man United,0,0,1,0,0,3,6,7,2,24,27,1,1,1,1,1,1,1,1,1,1,20,6,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,4,-3,0,14
False,2022-02-19,Liverpool,Norwich,0,0,1,0,0,5,0,0,8,29,23,1,1,1,1,1,1,1,1,1,1,4,20,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-8,6,0,-16
False,2022-02-19,Man City,Tottenham,0,0,1,0,0,5,2,1,0,26,29,1,1,1,1,1,1,1,1,1,1,3,2,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,2,-3,0,1
False,2022-02-19,Southampton,Everton,0,0,1,0,0,2,5,4,3,24,27,1,1,1,1,1,1,1,1,1,1,8,7,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,2,-3,0,1
False,2022-02-19,West Ham,Newcastle,0,0,1,0,0,4,2,2,6,27,23,1,1,1,1,1,1,1,1,1,1,11,20,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,4,0,-9
False,2022-02-19,Wolves,Leicester,0,0,1,0,0,0,1,2,0,23,27,1,1,1,1,1,1,1,1,1,1,20,12,26,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,1,-4,0,8
False,2022-02-26,Arsenal,Liverpool,0,0,1,0,0,0,5,4,0,24,30,1,1,1,1,1,1,1,1,1,1,5,4,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,5,-6,0,1
False,2022-02-26,Brentford,Newcastle,0,0,1,0,0,2,2,0,6,28,24,1,1,1,1,1,1,1,1,1,1,20,20,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,4,0,0
False,2022-02-26,Brighton,Aston Villa,0,0,1,0,0,4,4,1,3,30,27,1,1,1,1,1,1,1,1,1,1,20,20,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,1,3,0,0
False,2022-02-26,Chelsea,Leicester,0,0,1,0,0,5,1,0,0,30,28,1,1,1,1,1,1,1,1,1,1,1,12,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,1,2,0,-11
False,2022-02-26,Crystal Palace,Burnley,0,0,1,0,0,0,1,3,4,25,24,1,1,1,1,1,1,1,1,1,1,14,16,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-3,1,0,-2
False,2022-02-26,Everton,Man City,0,0,1,0,0,5,5,3,1,28,27,1,1,1,1,1,1,1,1,1,1,7,3,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,4,1,0,4
False,2022-02-26,Leeds,Tottenham,0,0,1,0,0,3,2,7,0,25,30,1,1,1,1,1,1,1,1,1,1,20,2,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,2,-5,0,18
False,2022-02-26,Man United,Watford,0,0,1,0,0,6,3,2,4,28,27,1,1,1,1,1,1,1,1,1,1,6,17,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-1,1,0,-11
False,2022-02-26,Southampton,Norwich,0,0,1,0,0,2,0,4,8,25,24,1,1,1,1,1,1,1,1,1,1,8,20,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-8,1,0,-12
False,2022-02-26,West Ham,Wolves,0,0,1,0,0,4,0,2,2,28,24,1,1,1,1,1,1,1,1,1,1,11,20,27,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,4,0,-9
False,2022-03-05,Aston Villa,Southampton,0,0,1,0,0,4,2,3,4,28,26,1,1,1,1,1,1,1,1,1,1,20,8,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-2,2,0,12
False,2022-03-05,Burnley,Chelsea,0,0,1,0,0,1,5,4,0,25,31,1,1,1,1,1,1,1,1,1,1,16,1,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,5,-6,0,15
False,2022-03-05,Leicester,Leeds,0,0,1,0,0,1,3,0,7,29,26,1,1,1,1,1,1,1,1,1,1,12,20,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-4,3,0,-8
False,2022-03-05,Liverpool,West Ham,0,0,1,0,0,5,4,0,2,31,29,1,1,1,1,1,1,1,1,1,1,4,11,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,2,0,-7
False,2022-03-05,Man City,Man United,0,0,1,0,0,5,6,1,2,28,29,1,1,1,1,1,1,1,1,1,1,3,6,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,4,-1,0,-3
False,2022-03-05,Newcastle,Brighton,0,0,1,0,0,2,4,6,1,25,31,1,1,1,1,1,1,1,1,1,1,20,20,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,3,-6,0,0
False,2022-03-05,Norwich,Brentford,0,0,1,0,0,0,2,8,0,25,29,1,1,1,1,1,1,1,1,1,1,20,20,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,2,-4,0,0
False,2022-03-05,Tottenham,Everton,0,0,1,0,0,2,5,0,3,31,29,1,1,1,1,1,1,1,1,1,1,2,7,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,2,0,-5
False,2022-03-05,Watford,Arsenal,0,0,1,0,0,3,0,4,4,28,25,1,1,1,1,1,1,1,1,1,1,17,5,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,-4,3,0,12
False,2022-03-05,Wolves,Crystal Palace,0,0,1,0,0,0,0,2,3,25,26,1,1,1,1,1,1,1,1,1,1,20,14,28,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-3,-1,0,6
False,2022-03-12,Arsenal,Leicester,0,0,1,0,0,0,1,4,0,26,30,1,1,1,1,1,1,1,1,1,1,5,12,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,1,-4,0,-7
False,2022-03-12,Brentford,Burnley,0,0,1,0,0,2,1,0,4,30,26,1,1,1,1,1,1,1,1,1,1,20,16,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-3,4,0,4
False,2022-03-12,Brighton,Liverpool,0,0,1,0,0,4,5,1,0,32,32,1,1,1,1,1,1,1,1,1,1,20,4,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,5,0,0,16
False,2022-03-12,Chelsea,Newcastle,0,0,1,0,0,5,2,0,6,32,26,1,1,1,1,1,1,1,1,1,1,1,20,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-4,6,0,-19
False,2022-03-12,Crystal Palace,Man City,0,0,1,0,0,0,5,3,1,27,29,1,1,1,1,1,1,1,1,1,1,14,3,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,4,-2,0,11
False,2022-03-12,Everton,Wolves,0,0,1,0,0,5,0,3,2,30,26,1,1,1,1,1,1,1,1,1,1,7,20,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,4,0,-13
False,2022-03-12,Leeds,Norwich,0,0,1,0,0,3,0,7,8,27,26,1,1,1,1,1,1,1,1,1,1,20,20,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-8,1,0,0
False,2022-03-12,Man United,Tottenham,0,0,1,0,0,6,2,2,0,30,32,1,1,1,1,1,1,1,1,1,1,6,2,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,2,-2,0,4
False,2022-03-12,Southampton,Watford,0,0,1,0,0,2,3,4,4,27,29,1,1,1,1,1,1,1,1,1,1,8,17,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-1,-2,0,-9
False,2022-03-12,West Ham,Aston Villa,0,0,1,0,0,4,4,2,3,30,29,1,1,1,1,1,1,1,1,1,1,11,20,29,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,1,1,0,-9
False,2022-03-19,Aston Villa,Arsenal,0,0,1,0,0,4,0,3,4,30,27,1,1,1,1,1,1,1,1,1,1,20,5,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-4,3,0,15
False,2022-03-19,Burnley,Southampton,0,0,1,0,0,1,2,4,4,27,28,1,1,1,1,1,1,1,1,1,1,16,8,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-2,-1,0,8
False,2022-03-19,Leicester,Brentford,0,0,1,0,0,1,2,0,0,31,31,1,1,1,1,1,1,1,1,1,1,12,20,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,2,0,0,-8
False,2022-03-19,Liverpool,Man United,0,0,1,0,0,5,6,0,2,33,31,1,1,1,1,1,1,1,1,1,1,4,6,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,4,2,0,-2
False,2022-03-19,Man City,Brighton,0,0,1,0,0,5,4,1,1,30,33,1,1,1,1,1,1,1,1,1,1,3,20,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,3,-3,0,-17
False,2022-03-19,Newcastle,Crystal Palace,0,0,1,0,0,2,0,6,3,27,28,1,1,1,1,1,1,1,1,1,1,20,14,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-3,-1,0,6
False,2022-03-19,Norwich,Chelsea,0,0,1,0,0,0,5,8,0,27,33,1,1,1,1,1,1,1,1,1,1,20,1,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,5,-6,0,19
False,2022-03-19,Tottenham,West Ham,0,0,1,0,0,2,4,0,2,33,31,1,1,1,1,1,1,1,1,1,1,2,11,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,2,0,-9
False,2022-03-19,Watford,Everton,0,0,1,0,0,3,5,4,3,30,31,1,1,1,1,1,1,1,1,1,1,17,7,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,2,-1,0,10
False,2022-03-19,Wolves,Leeds,0,0,1,0,0,0,3,2,7,27,28,1,1,1,1,1,1,1,1,1,1,20,20,30,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-4,-1,0,0
False,2022-04-02,Brighton,Norwich,0,0,1,0,0,4,0,1,8,34,28,1,1,1,1,1,1,1,1,1,1,20,20,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,-8,6,0,0
False,2022-04-02,Burnley,Man City,0,0,1,0,0,1,5,4,1,28,31,1,1,1,1,1,1,1,1,1,1,16,3,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,4,-3,0,13
False,2022-04-02,Chelsea,Brentford,0,0,1,0,0,5,2,0,0,34,32,1,1,1,1,1,1,1,1,1,1,1,20,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,2,0,-19
False,2022-04-02,Crystal Palace,Arsenal,0,0,1,0,0,0,0,3,4,29,28,1,1,1,1,1,1,1,1,1,1,14,5,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-4,1,0,9
False,2022-04-02,Leeds,Southampton,0,0,1,0,0,3,2,7,4,29,29,1,1,1,1,1,1,1,1,1,1,20,8,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-2,0,0,12
False,2022-04-02,Liverpool,Watford,0,0,1,0,0,5,3,0,4,34,31,1,1,1,1,1,1,1,1,1,1,4,17,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-1,3,0,-13
False,2022-04-02,Man United,Leicester,0,0,1,0,0,6,1,2,0,32,32,1,1,1,1,1,1,1,1,1,1,6,12,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,1,0,0,-6
False,2022-04-02,Tottenham,Newcastle,0,0,1,0,0,2,2,0,6,34,28,1,1,1,1,1,1,1,1,1,1,2,20,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,6,0,-18
False,2022-04-02,West Ham,Everton,0,0,1,0,0,4,5,2,3,32,32,1,1,1,1,1,1,1,1,1,1,11,7,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,0,0,4
False,2022-04-02,Wolves,Aston Villa,0,0,1,0,0,0,4,2,3,28,31,1,1,1,1,1,1,1,1,1,1,20,20,31,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,1,-3,0,0
False,2022-04-09,Arsenal,Brighton,0,0,1,0,0,0,4,4,1,29,35,1,1,1,1,1,1,1,1,1,1,5,20,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,3,-6,0,-15
False,2022-04-09,Aston Villa,Tottenham,0,0,1,0,0,4,2,3,0,32,35,1,1,1,1,1,1,1,1,1,1,20,2,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,2,-3,0,18
False,2022-04-09,Brentford,West Ham,0,0,1,0,0,2,4,0,2,33,33,1,1,1,1,1,1,1,1,1,1,20,11,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,0,0,9
False,2022-04-09,Everton,Man United,0,0,1,0,0,5,6,3,2,33,33,1,1,1,1,1,1,1,1,1,1,7,6,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,4,0,0,1
False,2022-04-09,Leicester,Crystal Palace,0,0,1,0,0,1,0,0,3,33,30,1,1,1,1,1,1,1,1,1,1,12,14,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-3,3,0,-2
False,2022-04-09,Man City,Liverpool,0,0,1,0,0,5,5,1,0,32,35,1,1,1,1,1,1,1,1,1,1,3,4,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,5,-3,0,-1
False,2022-04-09,Newcastle,Wolves,0,0,1,0,0,2,0,6,2,29,29,1,1,1,1,1,1,1,1,1,1,20,20,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-2,0,0,0
False,2022-04-09,Norwich,Burnley,0,0,1,0,0,0,1,8,4,29,29,1,1,1,1,1,1,1,1,1,1,20,16,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,-3,0,0,4
False,2022-04-09,Southampton,Chelsea,0,0,1,0,0,2,5,4,0,30,35,1,1,1,1,1,1,1,1,1,1,8,1,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,5,-5,0,7
False,2022-04-09,Watford,Leeds,0,0,1,0,0,3,3,4,7,32,30,1,1,1,1,1,1,1,1,1,1,17,20,32,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,-4,2,0,-3
False,2022-04-16,Aston Villa,Liverpool,0,0,1,0,0,4,5,3,0,33,36,1,1,1,1,1,1,1,1,1,1,20,4,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,5,-3,0,16
False,2022-04-16,Everton,Crystal Palace,0,0,1,0,0,5,0,3,3,34,31,1,1,1,1,1,1,1,1,1,1,7,14,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-3,3,0,-7
False,2022-04-16,Leeds,Chelsea,0,0,1,0,0,3,5,7,0,31,36,1,1,1,1,1,1,1,1,1,1,20,1,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,5,-5,0,19
False,2022-04-16,Man United,Norwich,0,0,1,0,0,6,0,2,8,34,30,1,1,1,1,1,1,1,1,1,1,6,20,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-8,4,0,-14
False,2022-04-16,Newcastle,Leicester,0,0,1,0,0,2,1,6,0,30,34,1,1,1,1,1,1,1,1,1,1,20,12,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,1,-4,0,8
False,2022-04-16,Southampton,Arsenal,0,0,1,0,0,2,0,4,4,31,30,1,1,1,1,1,1,1,1,1,1,8,5,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-4,1,0,3
False,2022-04-16,Tottenham,Brighton,0,0,1,0,0,2,4,0,1,36,36,1,1,1,1,1,1,1,1,1,1,2,20,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,3,0,0,-18
False,2022-04-16,Watford,Brentford,0,0,1,0,0,3,2,4,0,33,34,1,1,1,1,1,1,1,1,1,1,17,20,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,2,-1,0,-3
False,2022-04-16,West Ham,Burnley,0,0,1,0,0,4,1,2,4,34,30,1,1,1,1,1,1,1,1,1,1,11,16,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-3,4,0,-5
False,2022-04-16,Wolves,Man City,0,0,1,0,0,0,5,2,1,30,33,1,1,1,1,1,1,1,1,1,1,20,3,33,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,4,-3,0,17
False,2022-04-23,Arsenal,Man United,0,0,1,0,0,0,6,4,2,31,35,1,1,1,1,1,1,1,1,1,1,5,6,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,4,-4,0,-1
False,2022-04-23,Brentford,Tottenham,0,0,1,0,0,2,2,0,0,35,37,1,1,1,1,1,1,1,1,1,1,20,2,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,-2,0,18
False,2022-04-23,Brighton,Southampton,0,0,1,0,0,4,2,1,4,37,32,1,1,1,1,1,1,1,1,1,1,20,8,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,-2,5,0,12
False,2022-04-23,Burnley,Wolves,0,0,1,0,0,1,0,4,2,31,31,1,1,1,1,1,1,1,1,1,1,16,20,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-2,0,0,-4
False,2022-04-23,Chelsea,West Ham,0,0,1,0,0,5,4,0,2,37,35,1,1,1,1,1,1,1,1,1,1,1,11,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,2,0,-10
False,2022-04-23,Crystal Palace,Leeds,0,0,1,0,0,0,3,3,7,32,32,1,1,1,1,1,1,1,1,1,1,14,20,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-4,0,0,-6
False,2022-04-23,Leicester,Aston Villa,0,0,1,0,0,1,4,0,3,35,34,1,1,1,1,1,1,1,1,1,1,12,20,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,1,1,0,-8
False,2022-04-23,Liverpool,Everton,0,0,1,0,0,5,5,0,3,37,35,1,1,1,1,1,1,1,1,1,1,4,7,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,2,0,-3
False,2022-04-23,Man City,Watford,0,0,1,0,0,5,3,1,4,34,34,1,1,1,1,1,1,1,1,1,1,3,17,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-1,0,0,-14
False,2022-04-23,Norwich,Newcastle,0,0,1,0,0,0,2,8,6,31,31,1,1,1,1,1,1,1,1,1,1,20,20,34,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,-4,0,0,0
False,2022-04-30,Aston Villa,Norwich,0,0,1,0,0,4,0,3,8,35,32,1,1,1,1,1,1,1,1,1,1,20,20,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-8,3,0,0
False,2022-04-30,Everton,Chelsea,0,0,1,0,0,5,5,3,0,36,38,1,1,1,1,1,1,1,1,1,1,7,1,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,5,-2,0,6
False,2022-04-30,Leeds,Man City,0,0,1,0,0,3,5,7,1,33,35,1,1,1,1,1,1,1,1,1,1,20,3,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,4,-2,0,17
False,2022-04-30,Man United,Brentford,0,0,1,0,0,6,2,2,0,36,36,1,1,1,1,1,1,1,1,1,1,6,20,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,2,0,0,-14
False,2022-04-30,Newcastle,Liverpool,0,0,1,0,0,2,5,6,0,32,38,1,1,1,1,1,1,1,1,1,1,20,4,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,5,-6,0,16
False,2022-04-30,Southampton,Crystal Palace,0,0,1,0,0,2,0,4,3,33,33,1,1,1,1,1,1,1,1,1,1,8,14,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-3,0,0,-6
False,2022-04-30,Tottenham,Leicester,0,0,1,0,0,2,1,0,0,38,36,1,1,1,1,1,1,1,1,1,1,2,12,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,1,2,0,-10
False,2022-04-30,Watford,Burnley,0,0,1,0,0,3,1,4,4,35,32,1,1,1,1,1,1,1,1,1,1,17,16,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,-3,3,0,1
False,2022-04-30,West Ham,Arsenal,0,0,1,0,0,4,0,2,4,36,32,1,1,1,1,1,1,1,1,1,1,11,5,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,4,0,6
False,2022-04-30,Wolves,Brighton,0,0,1,0,0,0,4,2,1,32,38,1,1,1,1,1,1,1,1,1,1,20,20,35,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,3,-6,0,0
False,2022-05-07,Arsenal,Leeds,0,0,1,0,0,0,3,4,7,33,34,1,1,1,1,1,1,1,1,1,1,5,20,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-4,-1,0,-15
False,2022-05-07,Brentford,Southampton,0,0,1,0,0,2,2,0,4,37,34,1,1,1,1,1,1,1,1,1,1,20,8,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,3,0,12
False,2022-05-07,Brighton,Man United,0,0,1,0,0,4,6,1,2,39,37,1,1,1,1,1,1,1,1,1,1,20,6,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,4,2,0,14
False,2022-05-07,Burnley,Aston Villa,0,0,1,0,0,1,4,4,3,33,36,1,1,1,1,1,1,1,1,1,1,16,20,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,1,-3,0,-4
False,2022-05-07,Chelsea,Wolves,0,0,1,0,0,5,0,0,2,39,33,1,1,1,1,1,1,1,1,1,1,1,20,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-2,6,0,-19
False,2022-05-07,Crystal Palace,Watford,0,0,1,0,0,0,3,3,4,34,36,1,1,1,1,1,1,1,1,1,1,14,17,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-1,-2,0,-3
False,2022-05-07,Leicester,Everton,0,0,1,0,0,1,5,0,3,37,37,1,1,1,1,1,1,1,1,1,1,12,7,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,2,0,0,5
False,2022-05-07,Liverpool,Tottenham,0,0,1,0,0,5,2,0,0,39,39,1,1,1,1,1,1,1,1,1,1,4,2,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,0,0,2
False,2022-05-07,Man City,Newcastle,0,0,1,0,0,5,2,1,6,36,33,1,1,1,1,1,1,1,1,1,1,3,20,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-4,3,0,-17
False,2022-05-07,Norwich,West Ham,0,0,1,0,0,0,4,8,2,33,37,1,1,1,1,1,1,1,1,1,1,20,11,36,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,2,-4,0,9
False,2022-05-15,Aston Villa,Crystal Palace,0,0,1,0,0,4,0,3,3,37,35,1,1,1,1,1,1,1,1,1,1,20,14,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-3,2,0,6
False,2022-05-15,Everton,Brentford,0,0,1,0,0,5,2,3,0,38,38,1,1,1,1,1,1,1,1,1,1,7,20,37,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,0,0,-13
