Check,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,FTRH,FTRA,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTLP,ATLP,MW,HTFPS,ATFPS,HTFP,ATFP,HTWS3,HTWS5,HTLS3,HTLS5,ATWS3,ATWS5,ATLS3,ATLS5,HTGD,ATGD,DP,DFP,DLP
False,2021-11-20,Norwich,Southampton,0,0,1,0,0,0,2,8,4,9,10,1,1,1,1,1,1,1,1,1,1,20,8,12,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,-2,-1,0,12
False,2021-11-20,Tottenham,Leeds,0,0,1,0,0,2,3,0,7,15,10,1,1,1,1,1,1,1,1,1,1,2,20,12,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,5,0,-18
False,2021-11-20,Watford,Man United,0,0,1,0,0,3,6,4,2,12,13,1,1,1,1,1,1,1,1,1,1,17,6,12,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,4,-1,0,11
False,2021-11-20,Wolves,West Ham,0,0,1,0,0,0,4,2,2,9,13,1,1,1,1,1,1,1,1,1,1,20,11,12,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,2,-4,0,9
False,2021-11-27,Arsenal,Newcastle,0,0,1,0,0,0,2,4,6,10,10,1,1,1,1,1,1,1,1,1,1,5,20,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-4,0,0,-15
False,2021-11-27,Brentford,Everton,0,0,1,0,0,2,5,0,3,14,14,1,1,1,1,1,1,1,1,1,1,20,7,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,0,0,13
False,2021-11-27,Brighton,Leeds,0,0,1,0,0,4,3,1,7,16,11,1,1,1,1,1,1,1,1,1,1,20,20,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,-4,5,0,0
False,2021-11-27,Burnley,Tottenham,0,0,1,0,0,1,2,4,0,10,16,1,1,1,1,1,1,1,1,1,1,16,2,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,2,-6,0,14
False,2021-11-27,Chelsea,Man United,0,0,1,0,0,5,6,0,2,16,14,1,1,1,1,1,1,1,1,1,1,1,6,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,4,2,0,-5
False,2021-11-27,Crystal Palace,Aston Villa,0,0,1,0,0,0,4,3,3,11,13,1,1,1,1,1,1,1,1,1,1,14,20,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,1,-2,0,-6
False,2021-11-27,Leicester,Watford,0,0,1,0,0,1,3,0,4,14,13,1,1,1,1,1,1,1,1,1,1,12,17,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-1,1,0,-5
False,2021-11-27,Liverpool,Southampton,0,0,1,0,0,5,2,0,4,16,11,1,1,1,1,1,1,1,1,1,1,4,8,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-2,5,0,-4
False,2021-11-27,Man City,West Ham,0,0,1,0,0,5,4,1,2,13,14,1,1,1,1,1,1,1,1,1,1,3,11,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,2,-1,0,-8
False,2021-11-27,Norwich,Wolves,0,0,1,0,0,0,0,8,2,10,10,1,1,1,1,1,1,1,1,1,1,20,20,13,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,-2,0,0,0
False,2021-11-30,Aston Villa,Man City,0,0,1,0,0,4,5,3,1,14,14,1,1,1,1,1,1,1,1,1,1,20,3,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,4,0,0,17
False,2021-11-30,Everton,Liverpool,0,0,1,0,0,5,5,3,0,15,17,1,1,1,1,1,1,1,1,1,1,7,4,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,5,-2,0,3
False,2021-11-30,Leeds,Crystal Palace,0,0,1,0,0,3,0,7,3,12,12,1,1,1,1,1,1,1,1,1,1,20,14,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-3,0,0,6
False,2021-11-30,Watford,Chelsea,0,0,1,0,0,3,5,4,0,14,17,1,1,1,1,1,1,1,1,1,1,17,1,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,5,-3,0,16
False,2021-11-30,West Ham,Brighton,0,0,1,0,0,4,4,2,1,15,17,1,1,1,1,1,1,1,1,1,1,11,20,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,3,-2,0,-9
False,2021-11-30,Wolves,Burnley,0,0,1,0,0,0,1,2,4,11,11,1,1,1,1,1,1,1,1,1,1,20,16,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-3,0,0,4
False,2021-11-30,Man United,Arsenal,0,0,1,0,0,6,0,2,4,15,11,1,1,1,1,1,1,1,1,1,1,6,5,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-4,4,0,1
False,2021-12-01,Newcastle,Norwich,0,0,1,0,0,2,0,6,8,11,11,1,1,1,1,1,1,1,1,1,1,20,20,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-8,0,0,0
False,2021-12-01,Southampton,Leicester,0,0,1,0,0,2,1,4,0,12,15,1,1,1,1,1,1,1,1,1,1,8,12,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,1,-3,0,-4
False,2021-12-01,Tottenham,Brentford,0,0,1,0,0,2,2,0,0,17,15,1,1,1,1,1,1,1,1,1,1,2,20,14,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,2,2,0,-18
False,2021-12-04,Aston Villa,Leicester,0,0,1,0,0,4,1,3,0,15,16,1,1,1,1,1,1,1,1,1,1,20,12,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,1,-1,0,8
False,2021-12-04,Everton,Arsenal,0,0,1,0,0,5,0,3,4,16,12,1,1,1,1,1,1,1,1,1,1,7,5,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,4,0,2
False,2021-12-04,Leeds,Brentford,0,0,1,0,0,3,2,7,0,13,16,1,1,1,1,1,1,1,1,1,1,20,20,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,2,-3,0,0
False,2021-12-04,Man United,Crystal Palace,0,0,1,0,0,6,0,2,3,16,13,1,1,1,1,1,1,1,1,1,1,6,14,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-3,3,0,-8
False,2021-12-04,Newcastle,Burnley,0,0,1,0,0,2,1,6,4,12,12,1,1,1,1,1,1,1,1,1,1,20,16,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-3,0,0,4
False,2021-12-04,Southampton,Brighton,0,0,1,0,0,2,4,4,1,13,18,1,1,1,1,1,1,1,1,1,1,8,20,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,3,-5,0,-12
False,2021-12-04,Tottenham,Norwich,0,0,1,0,0,2,0,0,8,18,12,1,1,1,1,1,1,1,1,1,1,2,20,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-8,6,0,-18
False,2021-12-04,Watford,Man City,0,0,1,0,0,3,5,4,1,15,15,1,1,1,1,1,1,1,1,1,1,17,3,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,4,0,0,14
False,2021-12-04,West Ham,Chelsea,0,0,1,0,0,4,5,2,0,16,18,1,1,1,1,1,1,1,1,1,1,11,1,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,5,-2,0,10
False,2021-12-04,Wolves,Liverpool,0,0,1,0,0,0,5,2,0,12,18,1,1,1,1,1,1,1,1,1,1,20,4,15,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,5,-6,0,16
False,2021-12-11,Arsenal,Southampton,0,0,1,0,0,0,2,4,4,13,14,1,1,1,1,1,1,1,1,1,1,5,8,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-2,-1,0,-3
False,2021-12-11,Brentford,Watford,0,0,1,0,0,2,3,0,4,17,16,1,1,1,1,1,1,1,1,1,1,20,17,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-1,1,0,3
False,2021-12-11,Brighton,Tottenham,0,0,1,0,0,4,2,1,0,19,19,1,1,1,1,1,1,1,1,1,1,20,2,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,2,0,0,18
False,2021-12-11,Burnley,West Ham,0,0,1,0,0,1,4,4,2,13,17,1,1,1,1,1,1,1,1,1,1,16,11,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,2,-4,0,5
False,2021-12-11,Chelsea,Leeds,0,0,1,0,0,5,3,0,7,19,14,1,1,1,1,1,1,1,1,1,1,1,20,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-4,5,0,-19
False,2021-12-11,Crystal Palace,Everton,0,0,1,0,0,0,5,3,3,14,17,1,1,1,1,1,1,1,1,1,1,14,7,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,2,-3,0,7
False,2021-12-11,Leicester,Newcastle,0,0,1,0,0,1,2,0,6,17,13,1,1,1,1,1,1,1,1,1,1,12,20,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-4,4,0,-8
False,2021-12-11,Liverpool,Aston Villa,0,0,1,0,0,5,4,0,3,19,16,1,1,1,1,1,1,1,1,1,1,4,20,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,1,3,0,-16
False,2021-12-11,Man City,Wolves,0,0,1,0,0,5,0,1,2,16,13,1,1,1,1,1,1,1,1,1,1,3,20,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-2,3,0,-17
False,2021-12-11,Norwich,Man United,0,0,1,0,0,0,6,8,2,13,17,1,1,1,1,1,1,1,1,1,1,20,6,16,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,4,-4,0,14
False,2021-12-14,Arsenal,West Ham,0,0,1,0,0,0,4,4,2,14,18,1,1,1,1,1,1,1,1,1,1,5,11,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,2,-4,0,-6
False,2021-12-14,Brentford,Man United,0,0,1,0,0,2,6,0,2,18,18,1,1,1,1,1,1,1,1,1,1,20,6,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,4,0,0,14
False,2021-12-14,Brighton,Wolves,0,0,1,0,0,4,0,1,2,20,14,1,1,1,1,1,1,1,1,1,1,20,20,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,-2,6,0,0
False,2021-12-14,Burnley,Watford,0,0,1,0,0,1,3,4,4,14,17,1,1,1,1,1,1,1,1,1,1,16,17,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-1,-3,0,-1
False,2021-12-14,Leicester,Tottenham,0,0,1,0,0,1,2,0,0,18,20,1,1,1,1,1,1,1,1,1,1,12,2,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,2,-2,0,10
False,2021-12-14,Norwich,Aston Villa,0,0,1,0,0,0,4,8,3,14,17,1,1,1,1,1,1,1,1,1,1,20,20,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,1,-3,0,0
False,2021-12-14,Crystal Palace,Southampton,0,0,1,0,0,0,2,3,4,15,15,1,1,1,1,1,1,1,1,1,1,14,8,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-2,0,0,6
False,2021-12-15,Chelsea,Everton,0,0,1,0,0,5,5,0,3,20,18,1,1,1,1,1,1,1,1,1,1,1,7,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,2,0,-6
False,2021-12-15,Liverpool,Newcastle,0,0,1,0,0,5,2,0,6,20,14,1,1,1,1,1,1,1,1,1,1,4,20,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-4,6,0,-16
False,2021-12-15,Man City,Leeds,0,0,1,0,0,5,3,1,7,17,15,1,1,1,1,1,1,1,1,1,1,3,20,17,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-4,2,0,-17
False,2021-12-18,Aston Villa,Burnley,0,0,1,0,0,4,1,3,4,18,15,1,1,1,1,1,1,1,1,1,1,20,16,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-3,3,0,4
False,2021-12-18,Everton,Leicester,0,0,1,0,0,5,1,3,0,19,19,1,1,1,1,1,1,1,1,1,1,7,12,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,1,0,0,-5
False,2021-12-18,Leeds,Arsenal,0,0,1,0,0,3,0,7,4,16,15,1,1,1,1,1,1,1,1,1,1,20,5,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-4,1,0,15
False,2021-12-18,Man United,Brighton,0,0,1,0,0,6,4,2,1,19,21,1,1,1,1,1,1,1,1,1,1,6,20,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,3,-2,0,-14
False,2021-12-18,Newcastle,Man City,0,0,1,0,0,2,5,6,1,15,18,1,1,1,1,1,1,1,1,1,1,20,3,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,4,-3,0,17
False,2021-12-18,Southampton,Brentford,0,0,1,0,0,2,2,4,0,16,19,1,1,1,1,1,1,1,1,1,1,8,20,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,2,-3,0,-12
False,2021-12-18,Tottenham,Liverpool,0,0,1,0,0,2,5,0,0,21,21,1,1,1,1,1,1,1,1,1,1,2,4,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,5,0,0,-2
False,2021-12-18,Watford,Crystal Palace,0,0,1,0,0,3,0,4,3,18,16,1,1,1,1,1,1,1,1,1,1,17,14,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,-3,2,0,3
False,2021-12-18,West Ham,Norwich,0,0,1,0,0,4,0,2,8,19,15,1,1,1,1,1,1,1,1,1,1,11,20,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-8,4,0,-9
False,2021-12-18,Wolves,Chelsea,0,0,1,0,0,0,5,2,0,15,21,1,1,1,1,1,1,1,1,1,1,20,1,18,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,5,-6,0,19
False,2021-12-26,Aston Villa,Chelsea,0,0,1,0,0,4,5,3,0,19,22,1,1,1,1,1,1,1,1,1,1,20,1,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,5,-3,0,19
False,2021-12-26,Brighton,Brentford,0,0,1,0,0,4,2,1,0,22,20,1,1,1,1,1,1,1,1,1,1,20,20,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,2,2,0,0
False,2021-12-26,Burnley,Everton,0,0,1,0,0,1,5,4,3,16,20,1,1,1,1,1,1,1,1,1,1,16,7,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,2,-4,0,9
False,2021-12-26,Liverpool,Leeds,0,0,1,0,0,5,3,0,7,22,17,1,1,1,1,1,1,1,1,1,1,4,20,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,-4,5,0,-16
False,2021-12-26,Man City,Leicester,0,0,1,0,0,5,1,1,0,19,20,1,1,1,1,1,1,1,1,1,1,3,12,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,1,-1,0,-9
False,2021-12-26,Newcastle,Man United,0,0,1,0,0,2,6,6,2,16,20,1,1,1,1,1,1,1,1,1,1,20,6,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,4,-4,0,14
False,2021-12-26,Norwich,Arsenal,0,0,1,0,0,0,0,8,4,16,16,1,1,1,1,1,1,1,1,1,1,20,5,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,-4,0,0,15
False,2021-12-26,Tottenham,Crystal Palace,0,0,1,0,0,2,0,0,3,22,17,1,1,1,1,1,1,1,1,1,1,2,14,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-3,5,0,-12
False,2021-12-26,West Ham,Southampton,0,0,1,0,0,4,2,2,4,20,17,1,1,1,1,1,1,1,1,1,1,11,8,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,3,0,3
False,2021-12-26,Wolves,Watford,0,0,1,0,0,0,3,2,4,16,19,1,1,1,1,1,1,1,1,1,1,20,17,19,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-1,-3,0,3
False,2021-12-28,Arsenal,Wolves,0,0,1,0,0,0,0,4,2,17,17,1,1,1,1,1,1,1,1,1,1,5,20,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-2,0,0,-15
False,2021-12-28,Brentford,Man City,0,0,1,0,0,2,5,0,1,21,20,1,1,1,1,1,1,1,1,1,1,20,3,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,4,1,0,17
False,2021-12-28,Chelsea,Brighton,0,0,1,0,0,5,4,0,1,23,23,1,1,1,1,1,1,1,1,1,1,1,20,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,3,0,0,-19
False,2021-12-28,Crystal Palace,Norwich,0,0,1,0,0,0,0,3,8,18,17,1,1,1,1,1,1,1,1,1,1,14,20,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,-8,1,0,-6
False,2021-12-28,Everton,Newcastle,0,0,1,0,0,5,2,3,6,21,17,1,1,1,1,1,1,1,1,1,1,7,20,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,4,0,-13
False,2021-12-28,Leeds,Aston Villa,0,0,1,0,0,3,4,7,3,18,20,1,1,1,1,1,1,1,1,1,1,20,20,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,1,-2,0,0
False,2021-12-28,Leicester,Liverpool,0,0,1,0,0,1,5,0,0,21,23,1,1,1,1,1,1,1,1,1,1,12,4,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,5,-2,0,8
False,2021-12-28,Man United,Burnley,0,0,1,0,0,6,1,2,4,21,17,1,1,1,1,1,1,1,1,1,1,6,16,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-3,4,0,-10
False,2021-12-28,Southampton,Tottenham,0,0,1,0,0,2,2,4,0,18,23,1,1,1,1,1,1,1,1,1,1,8,2,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,2,-5,0,6
False,2021-12-28,Watford,West Ham,0,0,1,0,0,3,4,4,2,20,21,1,1,1,1,1,1,1,1,1,1,17,11,20,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,2,-1,0,6
False,2022-01-01,Arsenal,Man City,0,0,1,0,0,0,5,4,1,18,21,1,1,1,1,1,1,1,1,1,1,5,3,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,4,-3,0,2
False,2022-01-01,Brentford,Aston Villa,0,0,1,0,0,2,4,0,3,22,21,1,1,1,1,1,1,1,1,1,1,20,20,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,1,1,0,0
False,2022-01-01,Chelsea,Liverpool,0,0,1,0,0,5,5,0,0,24,24,1,1,1,1,1,1,1,1,1,1,1,4,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,5,0,0,-3
False,2022-01-01,Crystal Palace,West Ham,0,0,1,0,0,0,4,3,2,19,22,1,1,1,1,1,1,1,1,1,1,14,11,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,2,-3,0,3
False,2022-01-01,Everton,Brighton,0,0,1,0,0,5,4,3,1,22,24,1,1,1,1,1,1,1,1,1,1,7,20,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,3,-2,0,-13
False,2022-01-01,Leeds,Burnley,0,0,1,0,0,3,1,7,4,19,18,1,1,1,1,1,1,1,1,1,1,20,16,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-3,1,0,4
False,2022-01-01,Leicester,Norwich,0,0,1,0,0,1,0,0,8,22,18,1,1,1,1,1,1,1,1,1,1,12,20,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-8,4,0,-8
False,2022-01-01,Man United,Wolves,0,0,1,0,0,6,0,2,2,22,18,1,1,1,1,1,1,1,1,1,1,6,20,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,-2,4,0,-14
False,2022-01-01,Southampton,Newcastle,0,0,1,0,0,2,2,4,6,19,18,1,1,1,1,1,1,1,1,1,1,8,20,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-4,1,0,-12
False,2022-01-01,Watford,Tottenham,0,0,1,0,0,3,2,4,0,21,24,1,1,1,1,1,1,1,1,1,1,17,2,21,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,2,-3,0,15
False,2022-01-15,Aston Villa,Man United,0,0,1,0,0,4,6,3,2,22,23,1,1,1,1,1,1,1,1,1,1,20,6,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,4,-1,0,14
False,2022-01-15,Brighton,Crystal Palace,0,0,1,0,0,4,0,1,3,25,20,1,1,1,1,1,1,1,1,1,1,20,14,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,-3,5,0,6
False,2022-01-15,Burnley,Leicester,0,0,1,0,0,1,1,4,0,19,23,1,1,1,1,1,1,1,1,1,1,16,12,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,1,-4,0,4
False,2022-01-15,Liverpool,Brentford,0,0,1,0,0,5,2,0,0,25,23,1,1,1,1,1,1,1,1,1,1,4,20,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,2,0,-16
False,2022-01-15,Man City,Chelsea,0,0,1,0,0,5,5,1,0,22,25,1,1,1,1,1,1,1,1,1,1,3,1,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,5,-3,0,2
False,2022-01-15,Newcastle,Watford,0,0,1,0,0,2,3,6,4,19,22,1,1,1,1,1,1,1,1,1,1,20,17,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-1,-3,0,3
False,2022-01-15,Norwich,Everton,0,0,1,0,0,0,5,8,3,19,23,1,1,1,1,1,1,1,1,1,1,20,7,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,2,-4,0,13
False,2022-01-15,Tottenham,Arsenal,0,0,1,0,0,2,0,0,4,25,19,1,1,1,1,1,1,1,1,1,1,2,5,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,6,0,-3
False,2022-01-15,West Ham,Leeds,0,0,1,0,0,4,3,2,7,23,20,1,1,1,1,1,1,1,1,1,1,11,20,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-4,3,0,-9
False,2022-01-15,Wolves,Southampton,0,0,1,0,0,0,2,2,4,19,20,1,1,1,1,1,1,1,1,1,1,20,8,22,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-2,-1,0,12
False,2022-01-22,Arsenal,Burnley,0,0,1,0,0,0,1,4,4,20,20,1,1,1,1,1,1,1,1,1,1,5,16,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-3,0,0,-11
False,2022-01-22,Brentford,Wolves,0,0,1,0,0,2,0,0,2,24,20,1,1,1,1,1,1,1,1,1,1,20,20,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,4,0,0
False,2022-01-22,Chelsea,Tottenham,0,0,1,0,0,5,2,0,0,26,26,1,1,1,1,1,1,1,1,1,1,1,2,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,2,0,0,-1
False,2022-01-22,Crystal Palace,Liverpool,0,0,1,0,0,0,5,3,0,21,26,1,1,1,1,1,1,1,1,1,1,14,4,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,5,-5,0,10
False,2022-01-22,Everton,Aston Villa,0,0,1,0,0,5,4,3,3,24,23,1,1,1,1,1,1,1,1,1,1,7,20,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,1,1,0,-13
False,2022-01-22,Leeds,Newcastle,0,0,1,0,0,3,2,7,6,21,20,1,1,1,1,1,1,1,1,1,1,20,20,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,-4,1,0,0
False,2022-01-22,Leicester,Brighton,0,0,1,0,0,1,4,0,1,24,26,1,1,1,1,1,1,1,1,1,1,12,20,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,3,-2,0,-8
False,2022-01-22,Man United,West Ham,0,0,1,0,0,6,4,2,2,24,24,1,1,1,1,1,1,1,1,1,1,6,11,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,4,2,0,0,-5
False,2022-01-22,Southampton,Man City,0,0,1,0,0,2,5,4,1,21,23,1,1,1,1,1,1,1,1,1,1,8,3,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,4,-2,0,5
False,2022-01-22,Watford,Norwich,0,0,1,0,0,3,0,4,8,23,20,1,1,1,1,1,1,1,1,1,1,17,20,23,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-1,-8,3,0,-3
False,2022-02-08,Aston Villa,Leeds,0,0,1,0,0,4,3,3,7,24,22,1,1,1,1,1,1,1,1,1,1,20,20,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,1,-4,2,0,0
False,2022-02-08,Brighton,Chelsea,0,0,1,0,0,4,5,1,0,27,27,1,1,1,1,1,1,1,1,1,1,20,1,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,3,5,0,0,19
False,2022-02-08,Burnley,Man United,0,0,1,0,0,1,6,4,2,21,25,1,1,1,1,1,1,1,1,1,1,16,6,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-3,4,-4,0,10
False,2022-02-08,Norwich,Crystal Palace,0,0,1,0,0,0,0,8,3,21,22,1,1,1,1,1,1,1,1,1,1,20,14,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-8,-3,-1,0,6
False,2022-02-08,West Ham,Watford,0,0,1,0,0,4,3,2,4,25,24,1,1,1,1,1,1,1,1,1,1,11,17,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-1,1,0,-6
False,2022-02-08,Wolves,Arsenal,0,0,1,0,0,0,0,2,4,21,21,1,1,1,1,1,1,1,1,1,1,20,5,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-2,-4,0,0,15
False,2022-02-09,Newcastle,Everton,0,0,1,0,0,2,5,6,3,21,25,1,1,1,1,1,1,1,1,1,1,20,7,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,-4,2,-4,0,13
False,2022-02-09,Tottenham,Southampton,0,0,1,0,0,2,2,0,4,27,22,1,1,1,1,1,1,1,1,1,1,2,8,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,2,-2,5,0,-6
False,2022-02-09,Liverpool,Leicester,0,0,1,0,0,5,1,0,0,27,25,1,1,1,1,1,1,1,1,1,1,4,12,24,DDDDD,DDDDD,5,5,0,0,0,0,0,0,0,0,5,1,2,0,-8
